,Building,Floor,time,Associated Client Count,Authenticated Client Count
7837, SW hse 36 , B Floor,2018-11-01 02:28:22,20,20
7775, SW hse 36 , C Floor,2018-11-01 02:28:22,18,18
7754, SW hse 36 , D Floor,2018-11-01 02:28:22,18,18
7849, SW hse 37-38 , A Floor,2018-11-01 02:28:22,15,13
7758, SW hse 37-38 , B Floor,2018-11-01 02:28:22,33,33
7819, SW hse 37-38 , C Floor,2018-11-01 02:28:22,34,34
7884, SW hse 37-38 , D Floor,2018-11-01 02:28:22,31,31
7755, SW hse 39 , A Floor,2018-11-01 02:28:22,15,15
7743, SW hse 39 , B Floor,2018-11-01 02:28:22,14,13
7881, SW hse 39 , C Floor,2018-11-01 02:28:22,24,24
7830, SW hse 39 , D Floor,2018-11-01 02:28:22,17,17
7675, SW hse 40-42 , A Floor,2018-11-01 02:28:22,25,25
7739, SW hse 40-42 , B Floor,2018-11-01 02:28:22,48,48
7846, SW hse 40-42 , C Floor,2018-11-01 02:28:22,70,70
7831, SW hse 40-42 , D Floor,2018-11-01 02:28:22,28,28
7873, SW hse 43-45 , A Floor,2018-11-01 02:28:22,24,24
7661, SW hse 43-45 , B Floor,2018-11-01 02:28:22,41,41
7665, SW hse 43-45 , C Floor,2018-11-01 02:28:22,57,57
7780, SW hse 43-45 , D Floor,2018-11-01 02:28:22,29,29
7707, SW hse 46-49 , A floor,2018-11-01 02:28:22,48,48
7629, SW hse 46-49 , B floor,2018-11-01 02:28:22,67,67
7632, SW hse 46-49 , C floor,2018-11-01 02:28:22,85,82
7886, SW hse 46-49 , D floor,2018-11-01 02:28:22,54,53
7724, SW hse 50-52 , A Floor,2018-11-01 02:28:22,49,49
7692, SW hse 50-52 , B Floor,2018-11-01 02:28:22,50,48
7721, SW hse 50-52 , C Floor,2018-11-01 02:28:22,78,78
7690, SW hse 50-52 , D Floor,2018-11-01 02:28:22,29,28
7771, SW hse 53-54 , A Floor,2018-11-01 02:28:22,18,17
7843, SW hse 53-54 , B Floor,2018-11-01 02:28:22,21,21
7659, SW hse 53-54 , C Floor,2018-11-01 02:28:22,39,39
7630, SW hse 53-54 , D Floor,2018-11-01 02:28:22,29,28
7702, SW hse 55-56 , A Floor,2018-11-01 02:28:22,23,23
7751, SW hse 55-56 , B Floor,2018-11-01 02:28:22,36,35
7829, SW hse 55-56 , C Floor,2018-11-01 02:28:22,37,37
7869, SW hse-158-179 , B floor,2018-11-01 02:28:22,83,83
7633, Science and technology , A Floor,2018-11-01 02:28:22,14,13
7808, Science and technology , B Floor,2018-11-01 02:28:22,3,3
7806, Science and technology , C Floor,2018-11-01 02:28:22,8,8
7839, Slaidburn House (LUSU) , B Floor,2018-11-01 02:28:22,14,14
7840, Slaidburn House (LUSU) , C floor,2018-11-01 02:28:22,10,10
7726, Slaidburn House (LUSU) , D floor,2018-11-01 02:28:22,8,8
7733, Slaidburn House (LUSU) , E floor,2018-11-01 02:28:22,8,8
7752, Slaidburn House (LUSU) , LG Floor,2018-11-01 02:28:22,20,20
7866, Sports Centre , A floor,2018-11-01 02:28:22,1,1
7767, Sports Centre , B floor,2018-11-01 02:28:22,0,0
7677, University House , A Floor,2018-11-01 02:28:22,1,1
7717, University House , B Floor,2018-11-01 02:28:22,0,0
7735, University House , C Floor,2018-11-01 02:28:22,2,2
7732, University House , D Floor,2018-11-01 02:28:22,1,1
7666, Whewell , A Floor,2018-11-01 02:28:22,0,0
7854, Whewell , B Floor,2018-11-01 02:28:22,2,2
7648, grize-res , A Floor,2018-11-01 02:28:22,60,60
7698, grize-res , B Floor,2018-11-01 02:28:22,105,104
7628, grize-res , C Floor,2018-11-01 02:28:22,107,103
7720, grize-res , D Floor,2018-11-01 02:28:22,125,125
7953, Alex Square , Alex Square,2018-11-01 02:33:25,8,5
8071, Alex Square , Costa,2018-11-01 02:33:25,31,25
7914, Bailrigg House , A floor,2018-11-01 02:33:25,0,0
7989, Bailrigg House , B floor,2018-11-01 02:33:25,0,0
8112, Bailrigg House , c floor,2018-11-01 02:33:25,0,0
7891, Barker House Farm , A Floor,2018-11-01 02:33:25,4,3
8149, Bowland Annexe , A Floor,2018-11-01 02:33:25,0,0
8085, Bowland Annexe , B Floor,2018-11-01 02:33:25,5,5
7967, Bowland Annexe , c floor,2018-11-01 02:33:25,31,30
8105, Bowland Annexe , d floor,2018-11-01 02:33:25,33,33
8135, Bowland Ash , A floor,2018-11-01 02:33:25,2,2
8049, Bowland Ash , B floor,2018-11-01 02:33:25,19,19
7936, Bowland Ash , c floor,2018-11-01 02:33:25,29,29
7920, Bowland Ash , d floor,2018-11-01 02:33:25,21,19
7906, Bowland Main , A Floor,2018-11-01 02:33:25,7,7
8000, Bowland Main , B Floor,2018-11-01 02:33:25,18,17
8067, Bowland Main , C Floor,2018-11-01 02:33:25,80,78
8126, Bowland Main , D Floor,2018-11-01 02:33:25,20,20
8034, Bowland North , A Floor,2018-11-01 02:33:25,3,2
8066, Bowland North , B Floor,2018-11-01 02:33:25,0,0
7900, Bowland North , C Floor,2018-11-01 02:33:25,5,5
8108, Bowland North , d floor,2018-11-01 02:33:25,22,22
7988, Bowland Twr (Old Bowland Annexe) , A floor,2018-11-01 02:33:25,0,0
7984, Bowland Twr (Old Bowland Annexe) , B floor,2018-11-01 02:33:25,27,27
7940, Bowland Twr (Old Bowland Annexe) , C floor,2018-11-01 02:33:25,43,41
8099, Bowland Twr (Old Bowland Annexe) , D floor,2018-11-01 02:33:25,4,4
8029, Bowland Twr (Old Bowland Annexe) , D floor flats,2018-11-01 02:33:25,3,3
7963, Bowland Twr (Old Bowland Annexe) , E floor,2018-11-01 02:33:25,4,4
7959, Bowland Twr (Old Bowland Annexe) , F floor,2018-11-01 02:33:25,5,5
7922, Bowland Twr (Old Bowland Annexe) , G floor,2018-11-01 02:33:25,2,2
8033, Bowland Twr (Old Bowland Annexe) , H floor,2018-11-01 02:33:25,5,5
8073, Bowland Twr (Old Bowland Annexe) , J floor,2018-11-01 02:33:25,9,9
7976, Bowland Twr (Old Bowland Annexe) , K floor,2018-11-01 02:33:25,6,6
8002, Bowland Twr (Old Bowland Annexe) , L floor,2018-11-01 02:33:25,10,10
8124, Bowland Twr (Old Bowland Annexe) , M floor,2018-11-01 02:33:25,6,6
7896, Bowland Twr (Old Bowland Annexe) , N floor,2018-11-01 02:33:25,3,3
7966, Bowland Twr (Old Bowland Annexe) , O floor,2018-11-01 02:33:25,5,5
8148, Bowland hall , a floor,2018-11-01 02:33:25,66,66
8152, Bowland hall , b floor,2018-11-01 02:33:25,58,58
8147, Bowland hall , c floor,2018-11-01 02:33:25,63,63
8146, Bowland hall , d floor,2018-11-01 02:33:25,59,59
7938, CETAD , A floor,2018-11-01 02:33:25,1,1
8081, CETAD , B floor,2018-11-01 02:33:25,3,3
8127, Central Workshops , A floor,2018-11-01 02:33:25,20,20
7974, Central Workshops , B floor,2018-11-01 02:33:25,0,0
7954, Chaplaincy Centre , A Floor,2018-11-01 02:33:25,2,2
8120, Chaplaincy Centre , B Floor,2018-11-01 02:33:25,0,0
8037, Charles Carter , A floor,2018-11-01 02:33:25,1,1
8096, Charles Carter , B floor,2018-11-01 02:33:25,0,0
8116, Charles Carter , C floor,2018-11-01 02:33:25,0,0
8046, Charles Carter , D floor,2018-11-01 02:33:25,3,3
8092, Conference Centre , A Floor,2018-11-01 02:33:25,4,3
8021, County , A Floor,2018-11-01 02:33:25,15,15
8083, County , B Floor,2018-11-01 02:33:25,17,17
7941, County , D floor,2018-11-01 02:33:25,63,63
7949, County , E Floor,2018-11-01 02:33:25,17,17
7982, County , c floor,2018-11-01 02:33:25,36,36
8028, County Field , A floor,2018-11-01 02:33:25,31,31
8125, County Field , B floor,2018-11-01 02:33:25,81,80
8084, County Field , C floor,2018-11-01 02:33:25,79,79
8006, County Field , D floor,2018-11-01 02:33:25,99,99
7996, County South/Cartmel , A Floor,2018-11-01 02:33:25,8,8
7958, County South/Cartmel , B Floor,2018-11-01 02:33:25,1,1
8035, County South/Cartmel , C Floor,2018-11-01 02:33:25,3,3
7925, County South/Cartmel , D Floor,2018-11-01 02:33:25,11,11
8128, County South/Cartmel , e floor,2018-11-01 02:33:25,8,8
8054, Energy Centre , A floor,2018-11-01 02:33:25,0,0
8007, Engineering , A floor,2018-11-01 02:33:25,1,1
7939, Engineering , B floor,2018-11-01 02:33:25,1,1
8059, Engineering , C floor,2018-11-01 02:33:25,2,2
7930, Engineering , D floor,2018-11-01 02:33:25,0,0
7899, Engineering , Plant,2018-11-01 02:33:25,0,0
8122, FU Hse 71-74 , A Floor,2018-11-01 02:33:25,47,46
8137, FU Hse 71-74 , B Floor,2018-11-01 02:33:25,72,72
7979, FU Hse 71-74 , C Floor,2018-11-01 02:33:25,66,66
7985, FU Hse 71-74 , D Floor,2018-11-01 02:33:25,87,86
8030, FU Hse 71-74 , E Floor,2018-11-01 02:33:25,64,64
8107, FU Hse 71-74 , F Floor,2018-11-01 02:33:25,29,29
7983, FY Hse 65-70 , A Floor,2018-11-01 02:33:25,61,58
8050, FY Hse 65-70 , B Floor,2018-11-01 02:33:25,97,97
8008, FY Hse 65-70 , C Floor,2018-11-01 02:33:25,73,72
8036, FY Hse 65-70 , D Floor,2018-11-01 02:33:25,101,100
8077, FY Hse 65-70 , E Floor,2018-11-01 02:33:25,69,68
8042, FY Hse 65-70 , F Floor,2018-11-01 02:33:25,41,41
8068, Faraday and cTAP , A floor,2018-11-01 02:33:25,2,2
7950, Faraday and cTAP , B floor,2018-11-01 02:33:25,6,5
8119, Faraday and cTAP , C floor,2018-11-01 02:33:25,5,5
7962, Faraday and cTAP , Plant,2018-11-01 02:33:25,0,0
8091, Field Station , Outside,2018-11-01 02:33:25,0,0
7998, Furness , A Floor,2018-11-01 02:33:25,4,4
8070, Furness , B floor,2018-11-01 02:33:25,3,3
7910, Furness , C floor,2018-11-01 02:33:25,24,23
8097, Furness , D floor,2018-11-01 02:33:25,13,13
8025, Furness , LG Floor,2018-11-01 02:33:25,4,4
8015, Furness outer , A floor,2018-11-01 02:33:25,36,35
8041, Furness outer , B floor,2018-11-01 02:33:25,47,46
8079, Furness outer , C floor,2018-11-01 02:33:25,31,31
7991, Furness outer , D floor,2018-11-01 02:33:25,39,39
7943, Fylde , A Floor,2018-11-01 02:33:25,3,3
8047, Fylde , B Floor,2018-11-01 02:33:25,4,4
8039, Fylde , C Floor,2018-11-01 02:33:25,12,12
7917, Fylde , D Floor,2018-11-01 02:33:25,11,11
8132, Fylde , e floor,2018-11-01 02:33:25,2,2
8014, George Fox , A Floor,2018-11-01 02:33:25,0,0
8080, George Fox , B Floor,2018-11-01 02:33:25,2,2
7911, George Fox , c floor,2018-11-01 02:33:25,43,42
7956, George Fox , d floor,2018-11-01 02:33:25,50,50
8027, Graduate College , A Floor,2018-11-01 02:33:25,91,91
7897, Graduate College , b floor,2018-11-01 02:33:25,163,161
7916, Graduate College , c floor,2018-11-01 02:33:25,157,155
8143, Graduate College , d floor,2018-11-01 02:33:25,71,69
7923, Great Hall , A Floor,2018-11-01 02:33:25,3,3
8141, Great Hall , B Floor,2018-11-01 02:33:25,3,3
7937, Grizedale , A,2018-11-01 02:33:25,2,1
7946, Grizedale , B,2018-11-01 02:33:25,0,0
8136, Hazelrigg , Site,2018-11-01 02:33:25,0,0
7964, Hse 75 77 , A Floor,2018-11-01 02:33:25,27,27
7902, Hse 75 77 , B floor,2018-11-01 02:33:25,41,40
8053, Hse 75 77 , C Floor,2018-11-01 02:33:25,50,49
7904, Hse 75 77 , D Floor,2018-11-01 02:33:25,75,74
8089, Hse 75 77 , E Floor,2018-11-01 02:33:25,57,57
7932, Human Resources , A floor,2018-11-01 02:33:25,0,0
7890, Human Resources , B floor,2018-11-01 02:33:25,2,2
8072, ISS Building , A-floor,2018-11-01 02:33:25,3,3
7945, ISS Building , B-floor,2018-11-01 02:33:25,15,14
8057, ISS Building , C-floor,2018-11-01 02:33:25,5,5
8062, Infolab , A Floor,2018-11-01 02:33:25,1,1
8088, Infolab , B Floor,2018-11-01 02:33:25,8,8
8001, Infolab , C Floor,2018-11-01 02:33:25,6,6
7994, Infolab , D Floor,2018-11-01 02:33:25,5,5
7918, Institute for Advanced Studies , A Floor,2018-11-01 02:33:25,0,0
7933, John Creed , a floor,2018-11-01 02:33:25,37,35
8004, John Creed , b floor,2018-11-01 02:33:25,26,26
8110, John Creed , c floor,2018-11-01 02:33:25,23,23
8076, John Creed , d floor,2018-11-01 02:33:25,28,27
8016, LEC , A Floor,2018-11-01 02:33:25,7,7
8040, LEC , B Floor,2018-11-01 02:33:25,9,9
7935, LEC , C Floor,2018-11-01 02:33:25,5,4
7965, LEC , Lower Ground LG,2018-11-01 02:33:25,1,1
7907, LICA , LICA A floor,2018-11-01 02:33:25,0,0
7944, LICA , b floor,2018-11-01 02:33:25,4,4
8043, LICA , c floor,2018-11-01 02:33:25,0,0
8114, Library , A floor,2018-11-01 02:33:25,5,5
7997, Library , B floor,2018-11-01 02:33:25,6,5
8044, Library , C floor,2018-11-01 02:33:25,2,2
7926, Library , LG floor,2018-11-01 02:33:25,0,0
8093, Lonsdale College (SW) , A Floor,2018-11-01 02:33:25,2,2
7992, Lonsdale College (SW) , B Floor,2018-11-01 02:33:25,1,0
8074, MDC , A Floor,2018-11-01 02:33:25,3,2
7952, Management School , A Floor,2018-11-01 02:33:25,7,7
8031, Management School , B Floor,2018-11-01 02:33:25,1,0
8020, Management School , C Floor,2018-11-01 02:33:25,1,1
7977, Management School , Floor D,2018-11-01 02:33:25,1,1
7971, Pendle , A Floor,2018-11-01 02:33:25,67,66
8118, Pendle , B floor,2018-11-01 02:33:25,96,96
7921, Pendle , C floor,2018-11-01 02:33:25,101,100
7912, Pendle , D floor,2018-11-01 02:33:25,93,89
7924, Physics , A floor,2018-11-01 02:33:25,7,6
8065, Physics , B floor,2018-11-01 02:33:25,5,5
8060, Physics , C Floor,2018-11-01 02:33:25,6,6
8133, Physics , D Floor,2018-11-01 02:33:25,1,1
8023, Postgrad Stats (PSC) , A Floor,2018-11-01 02:33:25,0,0
7973, Postgrad Stats (PSC) , B Floor,2018-11-01 02:33:25,2,2
7913, Preschool , A floor,2018-11-01 02:33:25,30,30
8142, Reception , A floor,2018-11-01 02:33:25,2,2
8098, Reception , B floor,2018-11-01 02:33:25,0,0
8010, Ruskin Library , A Floor,2018-11-01 02:33:25,0,0
7955, Ruskin Library , B floor,2018-11-01 02:33:25,0,0
7905, Ruskin Library , LG Floor,2018-11-01 02:33:25,0,0
7942, SW hse 12-16 , A floor,2018-11-01 02:33:25,50,48
8056, SW hse 12-16 , B floor,2018-11-01 02:33:25,86,86
8138, SW hse 12-16 , C floor,2018-11-01 02:33:25,78,77
8095, SW hse 17-19 , A floor,2018-11-01 02:33:25,37,36
7981, SW hse 17-19 , B floor,2018-11-01 02:33:25,82,82
7908, SW hse 17-19 , C floor,2018-11-01 02:33:25,46,46
8134, SW hse 20 , A floor,2018-11-01 02:33:25,10,10
7993, SW hse 20 , B floor,2018-11-01 02:33:25,16,16
7893, SW hse 20 , C floor,2018-11-01 02:33:25,24,24
8102, SW hse 21-23 , A floor,2018-11-01 02:33:25,43,43
8109, SW hse 21-23 , B floor,2018-11-01 02:33:25,29,28
8051, SW hse 21-23 , C,2018-11-01 02:33:25,23,23
8151, SW hse 21-23 , C,2018-11-01 02:33:25,23,23
8022, SW hse 24-26 , A,2018-11-01 02:33:25,25,25
8121, SW hse 24-26 , B floor,2018-11-01 02:33:25,43,42
7898, SW hse 24-26 , C floor,2018-11-01 02:33:25,45,45
7909, SW hse 24-26 , D Floor,2018-11-01 02:33:25,27,26
7990, SW hse 27-28 , A floor,2018-11-01 02:33:25,25,25
8145, SW hse 27-28 , B floor,2018-11-01 02:33:25,42,42
8064, SW hse 27-28 , C floor,2018-11-01 02:33:25,46,46
7929, SW hse 27-28 , D Floor,2018-11-01 02:33:25,41,39
7957, SW hse 29 , A floor,2018-11-01 02:33:25,19,19
7972, SW hse 29 , B floor,2018-11-01 02:33:25,22,22
7951, SW hse 29 , C floor,2018-11-01 02:33:25,23,23
8063, SW hse 29 , D Floor,2018-11-01 02:33:25,29,28
8009, SW hse 30-31 , A floor,2018-11-01 02:33:25,25,24
7970, SW hse 30-31 , B floor,2018-11-01 02:33:25,43,43
8013, SW hse 30-31 , C floor,2018-11-01 02:33:25,59,58
8061, SW hse 30-31 , D floor,2018-11-01 02:33:25,58,53
8058, SW hse 32-33 , A Floor,2018-11-01 02:33:25,23,22
8113, SW hse 32-33 , B Floor,2018-11-01 02:33:25,39,39
8090, SW hse 32-33 , C Floor,2018-11-01 02:33:25,44,42
8019, SW hse 32-33 , D Floor,2018-11-01 02:33:25,8,8
8018, SW hse 34 , A Floor,2018-11-01 02:33:25,7,7
7915, SW hse 34 , B Floor,2018-11-01 02:33:25,16,16
8130, SW hse 35 , A Floor,2018-11-01 02:33:25,16,16
8048, SW hse 35 , B Floor,2018-11-01 02:33:25,12,12
8082, SW hse 35 , C Floor,2018-11-01 02:33:25,19,19
8026, SW hse 36 , A Floor,2018-11-01 02:33:25,5,5
8011, SW hse 36 , B Floor,2018-11-01 02:33:25,23,23
8101, SW hse 36 , C Floor,2018-11-01 02:33:25,18,18
7928, SW hse 36 , D Floor,2018-11-01 02:33:25,19,19
8024, SW hse 37-38 , A Floor,2018-11-01 02:33:25,15,15
7927, SW hse 37-38 , B Floor,2018-11-01 02:33:25,32,32
8005, SW hse 37-38 , C Floor,2018-11-01 02:33:25,33,33
8144, SW hse 37-38 , D Floor,2018-11-01 02:33:25,32,32
8150, SW hse 39 , A Floor,2018-11-01 02:33:25,15,15
8139, SW hse 39 , B Floor,2018-11-01 02:33:25,13,12
8129, SW hse 39 , C Floor,2018-11-01 02:33:25,24,24
8106, SW hse 39 , D Floor,2018-11-01 02:33:25,17,17
7980, SW hse 40-42 , A Floor,2018-11-01 02:33:25,29,28
8069, SW hse 40-42 , B Floor,2018-11-01 02:33:25,48,46
7969, SW hse 40-42 , C Floor,2018-11-01 02:33:25,70,70
7986, SW hse 40-42 , D Floor,2018-11-01 02:33:25,29,28
8075, SW hse 43-45 , A Floor,2018-11-01 02:33:25,24,23
7948, SW hse 43-45 , B Floor,2018-11-01 02:33:25,40,40
8055, SW hse 43-45 , C Floor,2018-11-01 02:33:25,59,59
8123, SW hse 43-45 , D Floor,2018-11-01 02:33:25,29,29
7961, SW hse 46-49 , A floor,2018-11-01 02:33:25,49,49
7892, SW hse 46-49 , B floor,2018-11-01 02:33:25,69,69
8078, SW hse 46-49 , C floor,2018-11-01 02:33:25,87,87
8012, SW hse 46-49 , D floor,2018-11-01 02:33:25,52,52
8140, SW hse 50-52 , A Floor,2018-11-01 02:33:25,48,47
8017, SW hse 50-52 , B Floor,2018-11-01 02:33:25,50,50
8111, SW hse 50-52 , C Floor,2018-11-01 02:33:25,79,78
7968, SW hse 50-52 , D Floor,2018-11-01 02:33:25,32,32
8131, SW hse 53-54 , A Floor,2018-11-01 02:33:25,20,20
7895, SW hse 53-54 , B Floor,2018-11-01 02:33:25,22,20
8104, SW hse 53-54 , C Floor,2018-11-01 02:33:25,37,36
7995, SW hse 53-54 , D Floor,2018-11-01 02:33:25,27,27
8086, SW hse 55-56 , A Floor,2018-11-01 02:33:25,25,24
7934, SW hse 55-56 , B Floor,2018-11-01 02:33:25,34,34
8117, SW hse 55-56 , C Floor,2018-11-01 02:33:25,40,40
7987, SW hse-158-179 , B floor,2018-11-01 02:33:25,85,85
8052, Science and technology , A Floor,2018-11-01 02:33:25,12,12
7975, Science and technology , B Floor,2018-11-01 02:33:25,3,3
7978, Science and technology , C Floor,2018-11-01 02:33:25,8,8
7919, Slaidburn House (LUSU) , B Floor,2018-11-01 02:33:25,13,12
7901, Slaidburn House (LUSU) , C floor,2018-11-01 02:33:25,11,10
8103, Slaidburn House (LUSU) , D floor,2018-11-01 02:33:25,7,7
8100, Slaidburn House (LUSU) , E floor,2018-11-01 02:33:25,8,8
7931, Slaidburn House (LUSU) , LG Floor,2018-11-01 02:33:25,18,16
8087, Sports Centre , A floor,2018-11-01 02:33:25,6,3
7894, Sports Centre , B floor,2018-11-01 02:33:25,0,0
8094, University House , A Floor,2018-11-01 02:33:25,2,2
7960, University House , B Floor,2018-11-01 02:33:25,0,0
8045, University House , C Floor,2018-11-01 02:33:25,3,2
7947, University House , D Floor,2018-11-01 02:33:25,1,1
7903, Whewell , A Floor,2018-11-01 02:33:25,0,0
8038, Whewell , B Floor,2018-11-01 02:33:25,2,2
7999, grize-res , A Floor,2018-11-01 02:33:25,59,59
8032, grize-res , B Floor,2018-11-01 02:33:25,101,101
8003, grize-res , C Floor,2018-11-01 02:33:25,109,108
8115, grize-res , D Floor,2018-11-01 02:33:25,127,127
8324, Alex Square , Alex Square,2018-11-01 02:38:26,19,15
8358, Alex Square , Costa,2018-11-01 02:38:26,46,36
8304, Bailrigg House , A floor,2018-11-01 02:38:26,0,0
8262, Bailrigg House , B floor,2018-11-01 02:38:26,0,0
8246, Bailrigg House , c floor,2018-11-01 02:38:26,0,0
8337, Barker House Farm , A Floor,2018-11-01 02:38:26,3,3
8230, Bowland Annexe , A Floor,2018-11-01 02:38:26,1,1
8343, Bowland Annexe , B Floor,2018-11-01 02:38:26,6,5
8412, Bowland Annexe , c floor,2018-11-01 02:38:26,29,28
8247, Bowland Annexe , d floor,2018-11-01 02:38:26,35,35
8241, Bowland Ash , A floor,2018-11-01 02:38:26,1,1
8209, Bowland Ash , B floor,2018-11-01 02:38:26,20,19
8256, Bowland Ash , c floor,2018-11-01 02:38:26,28,28
8296, Bowland Ash , d floor,2018-11-01 02:38:26,24,22
8351, Bowland Main , A Floor,2018-11-01 02:38:26,6,6
8227, Bowland Main , B Floor,2018-11-01 02:38:26,19,19
8367, Bowland Main , C Floor,2018-11-01 02:38:26,79,78
8171, Bowland Main , D Floor,2018-11-01 02:38:26,21,21
8414, Bowland North , A Floor,2018-11-01 02:38:26,4,1
8403, Bowland North , B Floor,2018-11-01 02:38:26,0,0
8299, Bowland North , C Floor,2018-11-01 02:38:26,5,4
8223, Bowland North , d floor,2018-11-01 02:38:26,21,21
8173, Bowland Twr (Old Bowland Annexe) , A floor,2018-11-01 02:38:26,0,0
8166, Bowland Twr (Old Bowland Annexe) , B floor,2018-11-01 02:38:26,28,27
8275, Bowland Twr (Old Bowland Annexe) , C floor,2018-11-01 02:38:26,41,40
8266, Bowland Twr (Old Bowland Annexe) , D floor,2018-11-01 02:38:26,5,5
8362, Bowland Twr (Old Bowland Annexe) , D floor flats,2018-11-01 02:38:26,4,4
8240, Bowland Twr (Old Bowland Annexe) , E floor,2018-11-01 02:38:26,3,3
8332, Bowland Twr (Old Bowland Annexe) , F floor,2018-11-01 02:38:26,4,4
8294, Bowland Twr (Old Bowland Annexe) , G floor,2018-11-01 02:38:26,2,2
8365, Bowland Twr (Old Bowland Annexe) , H floor,2018-11-01 02:38:26,4,4
8381, Bowland Twr (Old Bowland Annexe) , J floor,2018-11-01 02:38:26,9,9
8276, Bowland Twr (Old Bowland Annexe) , K floor,2018-11-01 02:38:26,7,7
8225, Bowland Twr (Old Bowland Annexe) , L floor,2018-11-01 02:38:26,10,10
8158, Bowland Twr (Old Bowland Annexe) , M floor,2018-11-01 02:38:26,6,6
8399, Bowland Twr (Old Bowland Annexe) , N floor,2018-11-01 02:38:26,3,3
8352, Bowland Twr (Old Bowland Annexe) , O floor,2018-11-01 02:38:26,5,5
8283, Bowland hall , a floor,2018-11-01 02:38:26,66,66
8327, Bowland hall , b floor,2018-11-01 02:38:26,61,61
8187, Bowland hall , c floor,2018-11-01 02:38:26,65,64
8162, Bowland hall , d floor,2018-11-01 02:38:26,61,60
8217, CETAD , A floor,2018-11-01 02:38:26,1,1
8317, CETAD , B floor,2018-11-01 02:38:26,3,3
8170, Central Workshops , A floor,2018-11-01 02:38:26,19,19
8252, Central Workshops , B floor,2018-11-01 02:38:26,0,0
8322, Chaplaincy Centre , A Floor,2018-11-01 02:38:26,3,3
8154, Chaplaincy Centre , B Floor,2018-11-01 02:38:26,0,0
8373, Charles Carter , A floor,2018-11-01 02:38:26,3,1
8186, Charles Carter , B floor,2018-11-01 02:38:26,0,0
8195, Charles Carter , C floor,2018-11-01 02:38:26,0,0
8205, Charles Carter , D floor,2018-11-01 02:38:26,3,3
8303, Conference Centre , A Floor,2018-11-01 02:38:26,7,6
8415, County , A Floor,2018-11-01 02:38:26,19,19
8297, County , B Floor,2018-11-01 02:38:26,18,18
8270, County , D floor,2018-11-01 02:38:26,63,62
8330, County , E Floor,2018-11-01 02:38:26,15,15
8211, County , c floor,2018-11-01 02:38:26,36,36
8360, County Field , A floor,2018-11-01 02:38:26,26,26
8282, County Field , B floor,2018-11-01 02:38:26,82,80
8334, County Field , C floor,2018-11-01 02:38:26,80,79
8218, County Field , D floor,2018-11-01 02:38:26,97,96
8239, County South/Cartmel , A Floor,2018-11-01 02:38:26,8,8
8374, County South/Cartmel , B Floor,2018-11-01 02:38:26,0,0
8284, County South/Cartmel , C Floor,2018-11-01 02:38:26,3,3
8355, County South/Cartmel , D Floor,2018-11-01 02:38:26,12,12
8153, County South/Cartmel , e floor,2018-11-01 02:38:26,7,7
8188, Energy Centre , A floor,2018-11-01 02:38:26,1,0
8237, Engineering , A floor,2018-11-01 02:38:26,1,1
8255, Engineering , B floor,2018-11-01 02:38:26,1,1
8229, Engineering , C floor,2018-11-01 02:38:26,2,2
8192, Engineering , D floor,2018-11-01 02:38:26,0,0
8389, Engineering , Plant,2018-11-01 02:38:26,0,0
8261, FU Hse 71-74 , A Floor,2018-11-01 02:38:26,50,48
8226, FU Hse 71-74 , B Floor,2018-11-01 02:38:26,67,67
8280, FU Hse 71-74 , C Floor,2018-11-01 02:38:26,67,67
8169, FU Hse 71-74 , D Floor,2018-11-01 02:38:26,89,89
8236, FU Hse 71-74 , E Floor,2018-11-01 02:38:26,66,65
8219, FU Hse 71-74 , F Floor,2018-11-01 02:38:26,29,29
8161, FY Hse 65-70 , A Floor,2018-11-01 02:38:26,60,56
8289, FY Hse 65-70 , B Floor,2018-11-01 02:38:26,100,100
8214, FY Hse 65-70 , C Floor,2018-11-01 02:38:26,72,72
8410, FY Hse 65-70 , D Floor,2018-11-01 02:38:26,106,105
8314, FY Hse 65-70 , E Floor,2018-11-01 02:38:26,66,66
8172, FY Hse 65-70 , F Floor,2018-11-01 02:38:26,41,41
8392, Faraday and cTAP , A floor,2018-11-01 02:38:26,3,3
8245, Faraday and cTAP , B floor,2018-11-01 02:38:26,9,6
8204, Faraday and cTAP , C floor,2018-11-01 02:38:26,5,5
8318, Faraday and cTAP , Plant,2018-11-01 02:38:26,0,0
8298, Field Station , Outside,2018-11-01 02:38:26,0,0
8242, Furness , A Floor,2018-11-01 02:38:26,5,4
8369, Furness , B floor,2018-11-01 02:38:26,3,3
8310, Furness , C floor,2018-11-01 02:38:26,24,24
8191, Furness , D floor,2018-11-01 02:38:26,13,13
8354, Furness , LG Floor,2018-11-01 02:38:26,2,2
8183, Furness outer , A floor,2018-11-01 02:38:26,38,38
8176, Furness outer , B floor,2018-11-01 02:38:26,47,47
8311, Furness outer , C floor,2018-11-01 02:38:26,33,33
8265, Furness outer , D floor,2018-11-01 02:38:26,39,39
8220, Fylde , A Floor,2018-11-01 02:38:26,3,1
8194, Fylde , B Floor,2018-11-01 02:38:26,4,4
8155, Fylde , C Floor,2018-11-01 02:38:26,11,11
8340, Fylde , D Floor,2018-11-01 02:38:26,15,14
8238, Fylde , e floor,2018-11-01 02:38:26,3,3
8157, George Fox , A Floor,2018-11-01 02:38:26,0,0
8320, George Fox , B Floor,2018-11-01 02:38:26,2,2
